category,image_file,rel_path,patient,slice,dice,layer,channel,MAD,MSE,SSIM
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,0.conv.unit2.adn.N,1,0.0571,0.0971,0.9705
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,0.conv.unit2.adn.N,1,0.0571,0.0971,0.9705
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,0.conv.unit2.adn.N,5,0.049,0.0826,0.9719
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,0.conv.unit2.adn.N,5,0.049,0.0826,0.9719
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,0.conv.unit2.adn.N,6,0.0571,0.0635,0.9709
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,0.conv.unit2.adn.N,6,0.0571,0.0635,0.9709
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,0.conv.unit3.adn.N,2,0.0694,0.0671,0.9753
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,0.conv.unit3.adn.N,2,0.0694,0.0671,0.9753
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,0.conv.unit3.adn.N,5,0.0683,0.0841,0.9588
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,0.conv.unit3.adn.N,5,0.0683,0.0841,0.9588
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,0.conv.unit3.adn.N,7,0.0635,0.0677,0.9738
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,0.conv.unit3.adn.N,7,0.0635,0.0677,0.9738
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.0.conv.unit0.adn.N,1,0.0748,0.1146,0.9607
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.0.conv.unit0.adn.N,1,0.0748,0.1146,0.9607
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.0.conv.unit0.adn.N,3,0.0747,0.1083,0.9482
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.0.conv.unit0.adn.N,3,0.0747,0.1083,0.9482
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.0.conv.unit0.adn.N,15,0.0775,0.1185,0.9462
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.0.conv.unit0.adn.N,15,0.0775,0.1185,0.9462
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.0.conv.unit1.adn.N,4,0.0752,0.13,0.9451
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.0.conv.unit1.adn.N,4,0.0752,0.13,0.9451
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.0.conv.unit1.adn.N,5,0.0741,0.0929,0.9604
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.0.conv.unit1.adn.N,5,0.0741,0.0929,0.9604
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.0.conv.unit1.adn.N,10,0.0808,0.1102,0.9578
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.0.conv.unit1.adn.N,10,0.0808,0.1102,0.9578
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.0.conv.unit2.adn.N,10,0.0788,0.0876,0.9653
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.0.conv.unit2.adn.N,10,0.0788,0.0876,0.9653
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.0.conv.unit2.adn.N,11,0.0848,0.1172,0.952
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.0.conv.unit2.adn.N,11,0.0848,0.1172,0.952
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.0.conv.unit2.adn.N,12,0.0768,0.0778,0.9543
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.0.conv.unit2.adn.N,12,0.0768,0.0778,0.9543
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.0.conv.unit3.adn.N,3,0.0654,0.0534,0.9751
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.0.conv.unit3.adn.N,3,0.0654,0.0534,0.9751
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.0.conv.unit3.adn.N,8,0.097,0.1201,0.9475
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.0.conv.unit3.adn.N,8,0.097,0.1201,0.9475
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.0.conv.unit3.adn.N,13,0.0819,0.0928,0.9523
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.0.conv.unit3.adn.N,13,0.0819,0.0928,0.9523
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.1.submodule.0.conv.unit0.adn.N,1,0.1056,0.1783,0.9076
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.1.submodule.0.conv.unit0.adn.N,1,0.1056,0.1783,0.9076
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.1.submodule.0.conv.unit0.adn.N,14,0.0908,0.1098,0.9362
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.1.submodule.0.conv.unit0.adn.N,14,0.0908,0.1098,0.9362
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.1.submodule.0.conv.unit0.adn.N,31,0.0909,0.1545,0.9235
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.1.submodule.0.conv.unit0.adn.N,31,0.0909,0.1545,0.9235
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.1.submodule.0.conv.unit1.adn.N,11,0.1349,0.1774,0.9279
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.1.submodule.0.conv.unit1.adn.N,11,0.1349,0.1774,0.9279
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.1.submodule.0.conv.unit1.adn.N,18,0.1031,0.0938,0.9551
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.1.submodule.0.conv.unit1.adn.N,18,0.1031,0.0938,0.9551
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.1.submodule.0.conv.unit1.adn.N,23,0.1187,0.1646,0.9181
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.1.submodule.0.conv.unit1.adn.N,23,0.1187,0.1646,0.9181
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.1.submodule.0.conv.unit2.adn.N,16,0.1571,0.1762,0.9217
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.1.submodule.0.conv.unit2.adn.N,16,0.1571,0.1762,0.9217
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.1.submodule.0.conv.unit2.adn.N,26,0.1377,0.1518,0.8681
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.1.submodule.0.conv.unit2.adn.N,26,0.1377,0.1518,0.8681
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.1.submodule.0.conv.unit2.adn.N,29,0.1562,0.2017,0.874
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.1.submodule.0.conv.unit2.adn.N,29,0.1562,0.2017,0.874
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.1.submodule.0.conv.unit3.adn.N,9,0.2357,0.3513,0.7205
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.1.submodule.0.conv.unit3.adn.N,9,0.2357,0.3513,0.7205
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.1.submodule.0.conv.unit3.adn.N,15,0.226,0.2752,0.8252
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.1.submodule.0.conv.unit3.adn.N,15,0.226,0.2752,0.8252
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.1.submodule.0.conv.unit3.adn.N,30,0.2771,0.4333,0.7629
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.1.submodule.0.conv.unit3.adn.N,30,0.2771,0.4333,0.7629
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.1.submodule.1.submodule.0.conv.unit0.adn.N,0,0.2406,0.3946,0.8565
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.1.submodule.1.submodule.0.conv.unit0.adn.N,0,0.2406,0.3946,0.8565
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.1.submodule.1.submodule.0.conv.unit0.adn.N,1,0.2606,0.3642,0.8073
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.1.submodule.1.submodule.0.conv.unit0.adn.N,1,0.2606,0.3642,0.8073
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.1.submodule.1.submodule.0.conv.unit0.adn.N,51,0.2539,0.346,0.7667
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.1.submodule.1.submodule.0.conv.unit0.adn.N,51,0.2539,0.346,0.7667
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.1.submodule.1.submodule.0.conv.unit1.adn.N,6,0.3613,0.4811,0.7567
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.1.submodule.1.submodule.0.conv.unit1.adn.N,6,0.3613,0.4811,0.7567
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.1.submodule.1.submodule.0.conv.unit1.adn.N,14,0.3444,0.4614,0.6957
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.1.submodule.1.submodule.0.conv.unit1.adn.N,14,0.3444,0.4614,0.6957
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.1.submodule.1.submodule.0.conv.unit1.adn.N,32,0.3433,0.3533,0.7347
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.1.submodule.1.submodule.0.conv.unit1.adn.N,32,0.3433,0.3533,0.7347
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.1.submodule.1.submodule.0.conv.unit2.adn.N,13,0.4781,0.709,0.4892
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.1.submodule.1.submodule.0.conv.unit2.adn.N,13,0.4781,0.709,0.4892
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.1.submodule.1.submodule.0.conv.unit2.adn.N,21,0.4797,0.5307,0.5837
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.1.submodule.1.submodule.0.conv.unit2.adn.N,21,0.4797,0.5307,0.5837
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.1.submodule.1.submodule.0.conv.unit2.adn.N,47,0.482,0.5326,0.6669
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.1.submodule.1.submodule.0.conv.unit2.adn.N,47,0.482,0.5326,0.6669
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.1.submodule.1.submodule.0.conv.unit3.adn.N,0,0.5493,0.6386,0.6967
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.1.submodule.1.submodule.0.conv.unit3.adn.N,0,0.5493,0.6386,0.6967
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.1.submodule.1.submodule.0.conv.unit3.adn.N,5,0.585,0.7378,0.5638
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.1.submodule.1.submodule.0.conv.unit3.adn.N,5,0.585,0.7378,0.5638
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.1.submodule.1.submodule.0.conv.unit3.adn.N,13,0.544,0.8801,0.447
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.1.submodule.1.submodule.0.conv.unit3.adn.N,13,0.544,0.8801,0.447
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.1.submodule.2.0.adn.N,3,0.3938,0.5468,0.6698
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.1.submodule.2.0.adn.N,3,0.3938,0.5468,0.6698
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.1.submodule.2.0.adn.N,5,0.4988,0.776,0.4638
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.1.submodule.2.0.adn.N,5,0.4988,0.776,0.4638
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.1.submodule.2.0.adn.N,11,0.3968,0.4553,0.8007
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.1.submodule.2.0.adn.N,11,0.3968,0.4553,0.8007
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.1.submodule.2.1.conv.unit0.adn.N,4,0.5317,0.8985,0.6818
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.1.submodule.2.1.conv.unit0.adn.N,4,0.5317,0.8985,0.6818
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.1.submodule.2.1.conv.unit0.adn.N,8,0.4922,0.6169,0.7023
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.1.submodule.2.1.conv.unit0.adn.N,8,0.4922,0.6169,0.7023
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.1.submodule.2.1.conv.unit0.adn.N,14,0.4907,0.7472,0.6355
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.1.submodule.2.1.conv.unit0.adn.N,14,0.4907,0.7472,0.6355
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.2.0.adn.N,2,0.3522,0.3103,0.8249
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.2.0.adn.N,2,0.3522,0.3103,0.8249
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.2.0.adn.N,3,0.4238,0.6466,0.7365
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.2.0.adn.N,3,0.4238,0.6466,0.7365
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.2.0.adn.N,6,0.2949,0.3855,0.851
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.2.0.adn.N,6,0.2949,0.3855,0.851
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.2.1.conv.unit0.adn.N,4,0.4081,0.6267,0.7367
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.2.1.conv.unit0.adn.N,4,0.4081,0.6267,0.7367
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.2.1.conv.unit0.adn.N,5,0.4719,0.665,0.6521
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.2.1.conv.unit0.adn.N,5,0.4719,0.665,0.6521
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,1.submodule.2.1.conv.unit0.adn.N,6,0.4141,0.624,0.6804
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,1.submodule.2.1.conv.unit0.adn.N,6,0.4141,0.624,0.6804
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,2.0.adn.N,0,0.3678,0.3466,0.7134
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,2.0.adn.N,0,0.3678,0.3466,0.7134
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,2.0.adn.N,1,0.3411,0.358,0.7934
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,2.0.adn.N,1,0.3411,0.358,0.7934
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0044.png,patient001_frame01_slice1_dice0.0044.png,patient001_frame01,1,0.0044,2.0.adn.N,3,0.2701,0.287,0.8553
LV_+_MYO_Mixed,patient001_frame01_slice1_dice0.0378.png,patient001_frame01_slice1_dice0.0378.png,patient001_frame01,1,0.0378,2.0.adn.N,3,0.2701,0.287,0.8553
LV_+_MYO_Mixed,patient001_frame01_slice2_dice0.1414.png,patient001_frame01_slice2_dice0.1414.png,patient001_frame01,2,0.1414,0.conv.unit0.adn.N,2,0.1517,0.2577,0.96
