category,image_file,rel_path,patient,slice,dice,layer,channel,MAD,MSE,SSIM
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.0.conv.unit0.adn.N,15,0.0686,0.0929,0.9543
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.0.conv.unit1.adn.N,5,0.0923,0.1089,0.9617
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.0.conv.unit1.adn.N,10,0.0868,0.1026,0.9646
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.0.conv.unit1.adn.N,13,0.0851,0.074,0.9612
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.0.conv.unit2.adn.N,2,0.0891,0.0781,0.9596
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.0.conv.unit2.adn.N,3,0.0865,0.0824,0.9605
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.0.conv.unit2.adn.N,10,0.0922,0.1055,0.9579
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.0.conv.unit3.adn.N,3,0.0708,0.0558,0.9752
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.0.conv.unit3.adn.N,8,0.1051,0.1188,0.9553
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.0.conv.unit3.adn.N,11,0.0668,0.0409,0.9691
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.1.submodule.0.conv.unit0.adn.N,1,0.1,0.1454,0.9218
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.1.submodule.0.conv.unit0.adn.N,14,0.1023,0.1399,0.9382
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.1.submodule.0.conv.unit0.adn.N,23,0.0918,0.1297,0.9069
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.1.submodule.0.conv.unit1.adn.N,22,0.1024,0.0936,0.9536
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.1.submodule.0.conv.unit1.adn.N,23,0.1032,0.13,0.9169
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.1.submodule.0.conv.unit1.adn.N,30,0.1032,0.1035,0.9485
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.1.submodule.0.conv.unit2.adn.N,11,0.1083,0.1093,0.939
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.1.submodule.0.conv.unit2.adn.N,21,0.1182,0.1391,0.9279
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.1.submodule.0.conv.unit2.adn.N,31,0.1141,0.1356,0.9206
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.1.submodule.0.conv.unit3.adn.N,9,0.1301,0.0854,0.9534
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.1.submodule.0.conv.unit3.adn.N,12,0.1362,0.1415,0.9174
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.1.submodule.0.conv.unit3.adn.N,17,0.1427,0.1269,0.938
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.1.submodule.1.submodule.0.conv.unit0.adn.N,4,0.1093,0.0926,0.9287
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.1.submodule.1.submodule.0.conv.unit0.adn.N,27,0.1148,0.1254,0.9385
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.1.submodule.1.submodule.0.conv.unit0.adn.N,49,0.1098,0.0806,0.938
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.1.submodule.1.submodule.0.conv.unit1.adn.N,17,0.1705,0.166,0.9197
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.1.submodule.1.submodule.0.conv.unit1.adn.N,34,0.1591,0.1626,0.8854
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.1.submodule.1.submodule.0.conv.unit1.adn.N,47,0.1542,0.1567,0.9278
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.1.submodule.1.submodule.0.conv.unit2.adn.N,3,0.2179,0.2081,0.8474
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.1.submodule.1.submodule.0.conv.unit2.adn.N,12,0.2201,0.1883,0.9104
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.1.submodule.1.submodule.0.conv.unit2.adn.N,22,0.2174,0.1686,0.732
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.1.submodule.1.submodule.0.conv.unit3.adn.N,31,0.3297,0.292,0.8443
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.1.submodule.1.submodule.0.conv.unit3.adn.N,38,0.3365,0.3492,0.8502
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.1.submodule.1.submodule.0.conv.unit3.adn.N,43,0.3266,0.4055,0.7489
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.1.submodule.2.0.adn.N,5,0.2133,0.1931,0.9266
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.1.submodule.2.0.adn.N,7,0.2513,0.2396,0.9463
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.1.submodule.2.0.adn.N,11,0.2076,0.175,0.9494
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.1.submodule.2.1.conv.unit0.adn.N,1,0.3213,0.3285,0.746
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.1.submodule.2.1.conv.unit0.adn.N,6,0.3326,0.4175,0.7873
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.1.submodule.2.1.conv.unit0.adn.N,11,0.2536,0.1806,0.938
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.2.0.adn.N,2,0.2816,0.3977,0.8765
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.2.0.adn.N,3,0.1721,0.1378,0.9638
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.2.0.adn.N,7,0.1728,0.1535,0.96
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.2.1.conv.unit0.adn.N,0,0.2851,0.3966,0.9044
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.2.1.conv.unit0.adn.N,4,0.2383,0.3014,0.9143
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,1.submodule.2.1.conv.unit0.adn.N,5,0.2193,0.2166,0.9197
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,2.0.adn.N,0,0.2039,0.1653,0.9305
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,2.0.adn.N,1,0.1477,0.0588,0.9608
Error,patient001_frame01_slice1_dice0.0000.png,patient001_frame01_slice1_dice0.0000.png,patient001_frame01,1,0.0,2.0.adn.N,3,0.1762,0.154,0.9409
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,0.conv.unit0.adn.N,2,0.0733,0.098,0.9684
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,0.conv.unit0.adn.N,3,0.0683,0.0876,0.9718
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,0.conv.unit0.adn.N,4,0.0508,0.0754,0.9732
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,0.conv.unit1.adn.N,1,0.0457,0.0531,0.974
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,0.conv.unit1.adn.N,4,0.0392,0.0552,0.9809
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,0.conv.unit1.adn.N,6,0.0421,0.056,0.9788
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,0.conv.unit2.adn.N,1,0.0408,0.0652,0.9757
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,0.conv.unit2.adn.N,5,0.0408,0.0623,0.974
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,0.conv.unit2.adn.N,6,0.0472,0.0509,0.9762
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,0.conv.unit3.adn.N,2,0.0606,0.0713,0.982
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,0.conv.unit3.adn.N,4,0.0464,0.0456,0.9784
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,0.conv.unit3.adn.N,5,0.0502,0.0465,0.9742
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.0.conv.unit0.adn.N,1,0.0559,0.0752,0.9656
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.0.conv.unit0.adn.N,3,0.058,0.0769,0.9568
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.0.conv.unit0.adn.N,15,0.0569,0.0824,0.9604
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.0.conv.unit1.adn.N,5,0.0589,0.0675,0.9709
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.0.conv.unit1.adn.N,10,0.0622,0.0671,0.973
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.0.conv.unit1.adn.N,13,0.0546,0.0399,0.97
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.0.conv.unit2.adn.N,2,0.0654,0.0657,0.9703
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.0.conv.unit2.adn.N,10,0.0586,0.0578,0.97
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.0.conv.unit2.adn.N,11,0.0585,0.0544,0.971
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.0.conv.unit3.adn.N,3,0.0459,0.0317,0.9826
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.0.conv.unit3.adn.N,8,0.0766,0.0899,0.9618
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.0.conv.unit3.adn.N,13,0.0505,0.0359,0.9641
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.1.submodule.0.conv.unit0.adn.N,1,0.0738,0.1058,0.9346
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.1.submodule.0.conv.unit0.adn.N,23,0.0723,0.1089,0.9267
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.1.submodule.0.conv.unit0.adn.N,31,0.0831,0.1127,0.9459
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.1.submodule.0.conv.unit1.adn.N,23,0.0809,0.0958,0.9426
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.1.submodule.0.conv.unit1.adn.N,24,0.0779,0.0999,0.9409
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.1.submodule.0.conv.unit1.adn.N,30,0.0746,0.0757,0.957
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.1.submodule.0.conv.unit2.adn.N,11,0.0836,0.0802,0.9557
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.1.submodule.0.conv.unit2.adn.N,22,0.081,0.0687,0.9459
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.1.submodule.0.conv.unit2.adn.N,31,0.0807,0.0852,0.9398
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.1.submodule.0.conv.unit3.adn.N,2,0.0884,0.0515,0.9611
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.1.submodule.0.conv.unit3.adn.N,15,0.0994,0.0792,0.9573
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.1.submodule.0.conv.unit3.adn.N,23,0.0934,0.0736,0.9519
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.1.submodule.1.submodule.0.conv.unit0.adn.N,4,0.0846,0.0606,0.9648
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.1.submodule.1.submodule.0.conv.unit0.adn.N,19,0.0927,0.0616,0.9588
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.1.submodule.1.submodule.0.conv.unit0.adn.N,27,0.1013,0.0939,0.8775
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.1.submodule.1.submodule.0.conv.unit1.adn.N,17,0.1517,0.1635,0.9242
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.1.submodule.1.submodule.0.conv.unit1.adn.N,47,0.1264,0.1291,0.9328
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.1.submodule.1.submodule.0.conv.unit1.adn.N,53,0.13,0.1132,0.9223
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.1.submodule.1.submodule.0.conv.unit2.adn.N,12,0.1846,0.1447,0.8994
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.1.submodule.1.submodule.0.conv.unit2.adn.N,22,0.1721,0.124,0.8097
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.1.submodule.1.submodule.0.conv.unit2.adn.N,40,0.1765,0.1325,0.8965
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.1.submodule.1.submodule.0.conv.unit3.adn.N,39,0.2489,0.3116,0.7967
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.1.submodule.1.submodule.0.conv.unit3.adn.N,43,0.2369,0.254,0.7941
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.1.submodule.1.submodule.0.conv.unit3.adn.N,58,0.2618,0.2094,0.8134
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.1.submodule.2.0.adn.N,5,0.1162,0.0873,0.9568
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.1.submodule.2.0.adn.N,7,0.1577,0.1557,0.9513
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.1.submodule.2.0.adn.N,11,0.1331,0.105,0.9679
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.1.submodule.2.1.conv.unit0.adn.N,1,0.2305,0.1932,0.8972
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.1.submodule.2.1.conv.unit0.adn.N,6,0.2238,0.2376,0.8593
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.1.submodule.2.1.conv.unit0.adn.N,13,0.1858,0.1474,0.9566
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.2.0.adn.N,2,0.1924,0.273,0.9215
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.2.0.adn.N,3,0.1008,0.0652,0.9798
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.2.0.adn.N,7,0.1219,0.091,0.9741
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.2.1.conv.unit0.adn.N,0,0.2041,0.2294,0.9269
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.2.1.conv.unit0.adn.N,2,0.1389,0.0919,0.7501
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,1.submodule.2.1.conv.unit0.adn.N,4,0.1887,0.2063,0.9246
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,2.0.adn.N,0,0.1372,0.1082,0.9639
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,2.0.adn.N,1,0.0916,0.0297,0.9786
Error,patient001_frame01_slice3_dice0.0000.png,patient001_frame01_slice3_dice0.0000.png,patient001_frame01,3,0.0,2.0.adn.N,3,0.1388,0.1091,0.9564
Error,patient001_frame01_slice4_dice0.0000.png,patient001_frame01_slice4_dice0.0000.png,patient001_frame01,4,0.0,0.conv.unit0.adn.N,2,0.0487,0.0618,0.9782
Error,patient001_frame01_slice4_dice0.0000.png,patient001_frame01_slice4_dice0.0000.png,patient001_frame01,4,0.0,0.conv.unit0.adn.N,3,0.0468,0.0615,0.9788
Error,patient001_frame01_slice4_dice0.0000.png,patient001_frame01_slice4_dice0.0000.png,patient001_frame01,4,0.0,0.conv.unit0.adn.N,4,0.0379,0.0557,0.9811
Error,patient001_frame01_slice4_dice0.0000.png,patient001_frame01_slice4_dice0.0000.png,patient001_frame01,4,0.0,0.conv.unit1.adn.N,0,0.0319,0.0491,0.9818
Error,patient001_frame01_slice4_dice0.0000.png,patient001_frame01_slice4_dice0.0000.png,patient001_frame01,4,0.0,0.conv.unit1.adn.N,1,0.0382,0.0497,0.98
Error,patient001_frame01_slice4_dice0.0000.png,patient001_frame01_slice4_dice0.0000.png,patient001_frame01,4,0.0,0.conv.unit1.adn.N,4,0.03,0.042,0.9871
Error,patient001_frame01_slice4_dice0.0000.png,patient001_frame01_slice4_dice0.0000.png,patient001_frame01,4,0.0,0.conv.unit2.adn.N,1,0.036,0.0482,0.9857
Error,patient001_frame01_slice4_dice0.0000.png,patient001_frame01_slice4_dice0.0000.png,patient001_frame01,4,0.0,0.conv.unit2.adn.N,5,0.0328,0.045,0.9828
Error,patient001_frame01_slice4_dice0.0000.png,patient001_frame01_slice4_dice0.0000.png,patient001_frame01,4,0.0,0.conv.unit2.adn.N,6,0.0418,0.0569,0.9797
Error,patient001_frame01_slice4_dice0.0000.png,patient001_frame01_slice4_dice0.0000.png,patient001_frame01,4,0.0,0.conv.unit3.adn.N,2,0.0478,0.0624,0.9834
Error,patient001_frame01_slice4_dice0.0000.png,patient001_frame01_slice4_dice0.0000.png,patient001_frame01,4,0.0,0.conv.unit3.adn.N,4,0.0356,0.0355,0.9814
Error,patient001_frame01_slice4_dice0.0000.png,patient001_frame01_slice4_dice0.0000.png,patient001_frame01,4,0.0,0.conv.unit3.adn.N,5,0.0364,0.0312,0.9813
Error,patient001_frame01_slice4_dice0.0000.png,patient001_frame01_slice4_dice0.0000.png,patient001_frame01,4,0.0,1.submodule.0.conv.unit0.adn.N,1,0.0421,0.0595,0.9726
Error,patient001_frame01_slice4_dice0.0000.png,patient001_frame01_slice4_dice0.0000.png,patient001_frame01,4,0.0,1.submodule.0.conv.unit0.adn.N,3,0.0409,0.053,0.9697
Error,patient001_frame01_slice4_dice0.0000.png,patient001_frame01_slice4_dice0.0000.png,patient001_frame01,4,0.0,1.submodule.0.conv.unit0.adn.N,15,0.0417,0.0616,0.9694
Error,patient001_frame01_slice4_dice0.0000.png,patient001_frame01_slice4_dice0.0000.png,patient001_frame01,4,0.0,1.submodule.0.conv.unit1.adn.N,5,0.0474,0.0657,0.9743
Error,patient001_frame01_slice4_dice0.0000.png,patient001_frame01_slice4_dice0.0000.png,patient001_frame01,4,0.0,1.submodule.0.conv.unit1.adn.N,10,0.0536,0.0691,0.9719
